id,text,Generalized_Hate
1052228134026833920,most women i know have been sexual assaulted or raped most women i know have been blamed for their sexual assault or rape most people who commit sexual assault or rape face no repercussions we need justice and education i am a survivor metoo teachthem letstalkmonth httpstcocguknvmteu,1
1049598924632145920,life comes at u quickwoman so indoctrinated by internalized misogynyamp so desperate for male approval she tries to subvert metoo to feign fear about her sons minuscule risk of facing false accusations while making her son face her false accusations about his dating habits🙄,0
1051702256079233025,daniries metoo literally😂😂😂,0
1051254818893910016,melania trump says she supports men against metoo allegations metoo melaniatrump,1
1050811961011838977,no bucky people are pissed off at for attacking the credibility of an assault survivor after the attacker thomas ravenel was arrested as the result of a four month police investigation the only people questioning the metoo movement are men and rape enablers,0
1051960660538445824,thefive weird did bill clinton abuse his power as attorney general when he raped atensnut juanita broaddrick spots dont change predators never do metoo greggutfeldshow httpstcovmnrfwmasv,0
1055531627105857536,michael caine on the casting couch harvey weinstein and the metoo movement must watch its freed the women sushantsays therestlessquil,1
1051863704072007681,hey guess what maryjorapini my dad made me a metoo statistic by gd raping me so your segment is disgusting af to survivors but hey let ’ s check out your advice shall we here ’ s amp pretty good advice actually it just has eff all to do with stopping sexual assault,0
1051944095583756288,postmetoo “ we know that the powerful may delude themselves about the willingness of those they manipulate and that their less powerful victims may go along with things they do not want because they are overwhelmed by the status of their abuser ” httpstcowpoqgoptfe,1
1056517809730215937,india – tiss metoo alumna accuses professor of sexual misconduct vaw,1
1056771453838938112,the inaction of the victim would result in no tangible change taking action will ensure that the metoo wouldn ’ t just be known as a social media trend but would be seen as a movement for justice and equality,1
1051968225615835136,new post a year ago alyssa milano started a conversation about metoo these women replied has been published on breaking news httpstcoffvsdfgysc,0
1052108253486825472,college student allegedly raped hours after attending a metoo rally httpstcohkoklaaohf,0
1055615534539116544,smitadeshmukh shame on the women of twitter india for staying dumb over the relentless destruction over three decades of the one indian me who called out and rejected this cretinising patronage paradigm that caused metooindia metoo the world over,1
1052273409260834817,anita defrantz is a noted activist specifically to promote civil rights and to eliminate sexual harassment presenting a candid talk about “ race and gender in sports in an age of metoo ” free with submitted rsvp at public parking is,0
1052207066389999616,evangelicals must respond to metoo with grace and love christian author httpstcosnawebbmqc,0
1052033123142303744,what a fraud and big baby you are realdonaldtrump fakepresident pastpresidentspainting i cant wait till you leave office loserdonald pussygrabberinchief metoo,0
1048746747420274689,ces drilon failed the metoo “ movement ” httpstcodfcmstkmpa,0
1051897761136701440,metoo bad men always win even though ravan was talented he made a mistake by abducting sita maa this priya 👇 loves ravan over ram❤️,0
1050381079322886145,melania trump speaks out about metoo movement httpstcotnphdpvply,1
1055465507539709953,surattraffic traffic suratcity girls helmets mysuratmysmc cpsuratcity its generally noted that girls dont wear helmets but wear naqaabs police dont hurl them up or charge fines from them this is india genderequality metoo commissionersmc betibachao,1
1050187932601061377,why they put quincy in with those addle pated felonious booty seekers man or woman should never have to say metoo empire empirefox,0
1052133428588670976,pastor jerome god takes on power to give it away metoo churchtoo,0
1049503570582618112,nough said whyididntreport christineblaseyfordwestandwithyou riseup resist nomeansno metoo believesurvivors httpstcolmtxzbelnb,0
1055012083874652166,amalapaul press release metoo metooindia amalaams httpstcoclnwctnepy,1
1051305373536329728,not much has changed since metoo,1
1052116552735121409,really gladinfact relieved about the metoo movementyet i hope it doesnt kill romanceboysmen shouldnt fear wooing a girl out of concern that they will get caught up in this movementso where do they draw the linehere r the boundaries explained with a cup of teaukstyle,0
1051716586464133120,poor kid uspolitics auspol ukpol metoo timesup,0
1051880332608311296,reflections on metoo from a founder of the womens liberation movement carol hanisch,1
1050765563558006786,starkauthor amp radiantfibers discuss the brilliance of mister rogers via youtube httpstcovhcbjaionv tedx keynote speakers panelist conference summit retreat nra stopbullying bullying antibullying parenting education standupnow metoo makeanoise events,1
1052015898452811776,raw and intimate poetry from award winning author karlyle tomms the gulls are always laughing poetry bullied oktosay poetrylover lgbt lgbtq traumasurvivors metoo recovery mentalhealth readtherainbow bookworm bookwormforlife read overcome,0
1051919471454183427,yesterday dmregisters jasonclayworth ​published an article ​that outlined the toxic workplace environment at our state capitol iowacasa is appalled and disheartened read our full statement here wevote believesurvivors metoo,0
1051191568932249600,i loved attending the metoo breakout session lead by whattamisaid at the state of women in indiana event i also appreciated the honest and much needed conversation after the presentation thefutureisfemale,1
1048565625520447488,when we fight we win metoo womenriseup revolution,0
1050593516592615424,the metoo movement has led to a rise in public awareness around sexualharassment in the workplace but does your inhouselegal team know how to respond appropriately to sexual harassment allegations download this free practicallaw toolkit gt,0
1052107040531845120,abc david you and your millennials have a roundezvous with destiny to make history and become heroes of our republic parkland metoo marchforourlives theadvocatemag occupywallst moveon mmflint joyvbehar stephenathome iamjohnoliver tyleroakley,0
1051986120353959936,someone has to be first from girl in disguise by greer macallister opendoors unlock firstfemaledetective metoo mondaymemories bookclub makentake ylpl historicalfiction mystery publiclibrary library,0
1051897521759551489,want to see another free showing at athena cinema minutes series will be showing beautifully broken free to all students and ohio university faculty and students today this film touches on the metoo movement genocide and immigration see you there ✨,0
1052034373451694080,tootsie remains charming even in the metoo era,0
1051946352144334850,metoo was never a push to lock up men httpstcopdctyvjsne,0
1052207832081129472,domestic violence awareness hasn ’ t caught up with metoo here ’ s why,0
1051114289405120512,saturdaythoughts man jumps into vehicle sexually metoo assaults woman on university of colorado campus weinstein couldn ’ t be reached for comments via yahoo,1
1049506503479058441,asked whether metoo is losing influence in the face of kavanaugh and trump ed responded with an emphatic no and compares the movment to blacklivesmatters full ep httpstconxarseaevj christineblaseyford believewomen httpstcoaffmowtqrn,0
1052287353597960194,hillary clinton says her husband ’ s accusers don ’ t fit in metoo narrative so umhillaryclinton what kind of narrative are you talking about doesnt fit the narrative huh we the people beg to differ on that outrageous statementplenty of narrative here httpstcotmzvblegxt httpstcowqvdngkfbz,0
1050583480403283968,karnataka state women ’ s commission sent notices to all private amp govt co ’ s to report if they ’ ve set up mandatory internal committees under sexual harassment of women at workplace prevention prohibition and redressal act metoo via newindianxpress,1
1052250553105805312,taranaburke sunnydaejones thank you so much goddess tarana for your courage passion and fight for metoo that includes me molested by uncle raped by a stranger by a boyfriend amp a gynecoligist you gave me the courage to tell of overcoming of all of this in front of last week you are a gift sis,0
1051979549389414400,one year since metoo how workplaces have changed httpstcooyhfpvhlfm,0
1048930172316143616,experience project metoo shutting down 🆕,0
1052183622051086341,good deeds are called out by women but the moment they start making accusations of harassment and molestation they are seeking vendetta publicity political fortune and what have you metoo timesup mjakbar httpstcoczhayfskqr,1
1050438271606513664,using psychoanalysis to understand metoo memories,1
1051867564031258626,mipcom evargastv talks double standards on metoo anniversary httpstcoenfpcymwvl,0
1052099636503015424,the seeds for the metoomvmt were planted more than years ago the words were crystalized over a decade ago a year ago the world finally understood their power and well never be the same metoo,0
1056813341664923648,metoo movement vishalkofficial urges those making public accusations to provide evidence of harassment,1
1052022542330822656,we marched for women we marched for science we marched for our lives we marched for children now we march to the polls midtermelections to restore democracy nov voteblue voteearly govote voteoutgop flipthehouse flipthesenate flipitblue 🌊 metoo trumptreason,0
1052046979726004224,if u keep ur feet in concrete by denouncing fact polite debateamp science u will condone stagnation amppromote backward hateampviolence instead of united mutually beneficial progress reason voteblue aarp blm veterans millennials metoo marchforourlives daca,0
1055748942393171968,milind soman on metoo even men need to come out and talk about it httpstcogrjakbejvd httpstcobaoqtkbnyw,1
1050913504977408000,jazzyminx jheil actually he is a horrible misogynistic mansplaining disgrace the way he treated that women just like senatorcollins is a traitor to all women in treatment of drford timesup metoo,1
1052036551109046272,this is my country thats my state thats my flag and i will protect it from angry white man that hate diversity and love marginalizing minorities corporations that take advantage of a system that supports them metoo cancelkavanaugh,0
1052177384345079809,how men can stay safe during the metoo movement bloggers lbloggers fbloggers bbloggers bloggerstribe bloggerbabesrt blackswhoblog bloggerkind beechat theclqrt gwbchat qualityblogrt melaninbloggers usbloggerrt httpstcosaadvhelyk,0
1051385677730832384,is this the attitude of political parties in tamil nadu why are they not making a statement on the disgusting metoo issue are they suppressing the victims am sure the union govt will bring appropriate measures to safeguard workplace harrassment,0
1051978287063298048,today i saw this art project in the foyer of a girls ’ bathroom at school and stopped in my tracks there aren ’ t a lot of words to describe the feelings this evokes whyididntreport metoo,0
1052223347545841664,wth democrat senator heidi heitkamp publishes names of sexual assault survivors in campaign ad without their permission what is wrong with you people metoo,0
1052123828577546240,states are taking action on metoo why isn ’ t congress,0
1051397612891385858,right to the point iratrivedi metoo,1
1052193817401548803,join cosbymoni amp cosponsoring orgs this friday thompson center to emphatically demand that we hear the metoo coming from inside prison walls amp response w a demand for abolition event freethemall survivedandpunished,0
1052210962143555584,i believe that this ideology is one that must be broken society has created this stigma and it ’ s time to move forward to a new way of thinking for all metoo healing ideology society change,0
1049184702312009729,“ i stand with cabin crew in their fight against shocking sexual harassment in the workplace i commend the twu for exposing these shocking stats we must work together so others like hannah can work free of harassment ” michmyersmua itfapac womens rep cabincrewtoo metoo httpstcocwdywqboeb,0
1052254760869515265,metoo sexual assault awareness womens short sleeve tshirt,0
1050568718760202240,‘ murphy brown ’ tackles metoo movement falls short – variety,1
1052046529320640512,“ theres this idea that persistence involves systematically ignoring all the signals and queues admitted by the other person because they ’ re less important than what you want ” uts student olivia on consent in our after metoo podcast series httpstcokoqgcveudy,0
1051876635648057344,aline brosh mckenna talks changes still needed on metoo anniversary ‘ it is still white men ’ in charge,0
1052104213465948161,rosemcgowan rosearmy brittanymurphy metoo timesup harveyweinstein rosemcgowan any thoughts on bm i feel like weinstein hurt her career,0
1052182219295473665,all the lies brettkavanaugh told httpstcogywaiimjew … … … … womensrageisourwave votegopout womenswave believesurvivors ibelievedrford metoo nationalnow morningjoe theyoungturks jimmydore tytlive ticktock morningjoe,0
1051516299166265344,vinoddua nishthajain babujimyass metoo may be this is how mallika dua is standing with both nishta and vinod dua sirjadeja babubhaiyaa httpstcojesswoepry,1
1050992718007160832,the metoo victims you will not hear about httpstcoorzdohlkck,1
1050960371727720448,melania trump says she supports men against metoo allegations metoo melaniatrump,1
1052062729685602306,the only lucky guy in this generation of metoo,0
1054671560529899520,its been years metoo,1
1051927182472306689,whoopi goldberg slams metoo actresses who used sex with ‘ uglyass ’ men to win oscars,0
1052263827549630465,findtruthq foxnews oh so senwarren maybe you misunderrstood more possible that papa rape a cherokee indian in the round up metoo believeallwomen warren heritage take whats not yours apologize amp return all grant foundation money to the cherokeenation,0
1052172333752995840,last night watching taranaburke tell the story of metoo allyship and her collaboration with alyssamilano was inspiring af thanks to amazing hosts lolacee annedelaney anaoliveira and so many more congrats also to abigaildisney and the whole levelforward posse honored,0
1052247674685140993,after metoo,0
1048548462168424448,christineblaseyford respect braver than me braver than most♥️ webelievesurvivors weareone metoo,0
1052283099793350656,jvn what ’ s the international numbersi ’ m not even in usa amp i want to call to stop that scumbag amp have those who aided a coverup of his crimes called out‼️oh waityour president will just stop any consequences or further investigation of those in his boy ’ s club from happening metoo,0
1052088713407270912,wow 😲 this has to stop 🛑 we have to impeach this guy a nasty gyrating trump says hell only donate to charity if he can metoo straight as a arrow personally test elizabethwarrens dna himself via yahoo comedy jokes funny,0
1051988942726152192,alyssamilano voice of fakeness you mean metoo is fake,0
1052210083659227136,faisala on the spot not after years metoo,0
1048863742019088386,chinese the most famous host zhu jun has been charged by sexual harrasmentthe victim xianzi is so brave to fight for personal rights and expose her selfiebecasu she thinks she is not only an id and all of things she said are truemetoo ibeliveher httpstcodqummcepss,0
1052182680069177344,did you know that a year after the metoo movement sexual harassment lawsuits went up by call us at to learn more about the sexual harassment training we provide for employers on site,1
1052128672533151745,alyssa milano one of the first proponents of metoo⁠ ⁠ tells gma that pres trumps recent comments that it is a very scary time for young men in america was a fear tactic,0
1051856598765842432,theview omg hillaryclinton right monicalewinsky consented to affair not power move ampdiminish metoo by comparing omg not power but monica was starstruck huntsmanabby meghanmccain hillary is definitely valid voice womanempowerment btw i wanted him impeached as democrat httpstcoippxwtfqnx,0
1054785703199023104,this google project visualizes the global effect of metoo ’ s first year,1
1051970017959522306,billionaire heir erick bretz takes a page from the trump playbook threatens to sue his victim despite audio tape of the incident that proves differently metoo timesup erickbretz,0
1054716629593010176,metoo aloknath and simplysajidk receives showcause notice from fwice,1
1052168660578652160,college student allegedly raped hours after attending a metoo rally httpstcojubsvmmqwg,0
1050191693629124608,hello perth this will be most excellent metoo ustoo,0
1052197567046529032,all girls deserve to grow up safe respected and valued period take the girlstoo pledge metoo,1
1051367843579789312,mashagessen imagines what a postmetoo world could look like in the united states,1
1050827466682449925,a conversation with the chews carla hall on soul food returning to tv and metoo durham herald sun httpstcojojtldwsdf,1
1052204432761466880,respect for others starts in the home early this badass panel of warrior women are doing amazing things for women and humans in general metoo timesup wict susanchira fernanda merodio alyssamilano michelletvone amp maria brennan of wicthq,0
1052166598696587266,india ’ s metoo moment came late but it will be transformative,0
1052233972619579392,metoo merch seobean mens low rise sports soft running training short pants blue metoo timesup news,0
1056117180197154816,metoo suspend bcci ceo rahul johri six cricket associations write to coa httpstcotddhuyptec,1
1055796916254990337,they too didn ’ t see it coming metoo halwa tirunelveli,1
1051881526772695040,senator sherrod brown called on to resign by metoo group httpstcosjoyqocuau,0
1049599895579979776,mate sent me this photo im sure most of my followers might get this guy falseallegations metoo police mentoo liar,0
1051914245766557701,hillary clinton metoo doesnt apply to bill lewinsky was adult via washtimes,0
1052174526400929794,the metoo movement fueled the national dialogue on sexual misconduct but research shows parents may not be talking to their kids about sex and consent ebernsteinwsj joins us to offer practical ways you can start the conversation with your children,0
1052137384484229121,metoo ’ s most potent enemy higher awards for harassment victims in the workplace,0
1050167699731431424,australian note to bowenchris don ’ t count your 🐥 before they 🐣 like brettkavanaugh your leader billshortenmp also has a similar metoo controversy that hasn ’ t gone away auspol emilyslist squigglyrick httpstcowjcunvmzsb,0
1051877999132307456,metoomvmt there are women who have i was years ago i won both criminally and civilly for myself and women of colorado i have a story and i have had time to heal now hear me roar and write all i ask for is a good publisher that will serve metoo⁠ ⁠ follow mecohummingbird,0
1050797783651733504,melania trump says she supports men against metoo allegations,1
1055023391533604864,after the exit of anu malik due to the metoo campaign salim sulaiman are the guest judges on indian idol this week,1
1051798104603807744,this week on monument lab lowerendtheory writes on san francisco ’ s column of strength dedicated by the comfort women justice coalition as a site of transnational metoo plus new podcast episode featuring new orleans papermonuments wingedisis bcleejr link in bio,1
1052268042753851396,★ salmankhan refuses to work with anirban das whose character has been questioned the owner of one of the leading management company had been chasing salman khan for the past ten years to associate with his company but he has declined the offer…httpstcozgfambuoza metoo httpstcotleglieirx,0
1048842807350255616,whyididntreport christineblaseyfordwestandwithyou riseup resist nomeansno metoo believesurvivors when dr ford made the cover of time but realdonaldtrump did not time magazine cover illustration designed by john mavroudis moonalice posters,0
1051116831874928640,metoo movement how we can make our workplace safe for us — positive side of the coin httpstcoxzbfnuqsby,0
1052092143995670529,the strange redheaded woman haunted his dreams called him to preach berated him and seduced him and she had a secret too dark to tell novel karlyletomms reading author metoo sexualaddiction bookworm readtherainbow readinglist reading read,0
1052030379157282816,a common focus in the metoo stories has been the way that employers have addressed or not their employees ’ pleas for help learn why anonymous reporting in the workplace encourages first steps and accountability on the stopit blog humanresources,1
1050892973179727872,sebgorka this is what the leftist proislamist democrat women amp cnn msnbc bbc metoo support,0
1051220911578173440,i actually forgot what month it was as soon as october came around i was sick to anyone out there that has been sexually assaulted in the church know that i believe you know that i am a safe place you will have justice because you deserve justice metoo churchtoo,1
1056597434594484227,metoo metooindia this is the shocking reality of those who are saying that they are fighting for the cause of women,1
1052151623953383424,i offer you this morning compliment feminists metoo rageon,0
1050346484749746177,“ conservative women don ’ t feel victimized ” how the kavanaugh nomination underscored the right ’ s complex inability to cope with the metoo reckoning httpstcoysthyhftun httpstcogirfqavmth,1
1051988066469072896,the metoo movement took off a year ago this movement has helped so many survivors find the courage to come forward but for some people its been a painful reminder of why they never told anyone there is still so much work to do,0
1052086311333519360,what showing vs what is showing point is dont get carried away by seeing lightened up map of india metoo is still limited to high profile cases like priya ramani vs akbar a lot work to do to make it penetrate indian hinterland,0
1051939882623557633,today is breakthesilenceday for survivors of sexual assault we will believe you support you stand with you convictharveyweinstein brettkavanaugh donaldtrump and all abusers in power metoo,0
1050791835357057031,after year of metoo are reporters handling the topic responsibly httpstcoqelncslgvr,1
1051887071869067264,if life gives u a fame just be like below womens and inspire other women dont be like above paid faminist and destroy our society priya ramani metoo metoo,1
1048511333426024448,mrbromwich her courage will be remembered whyididntreport christineblaseyfordwestandwithyou riseup resist nomeansno metoo believesurvivors triggers,0
1052092141806047234,charlizeafrica on why its important for people to keep talking about metoo,0
1050800800447062017,“ there ’ s more attention paid to sexual harassment now than ever before but for many victims the us legal system doesn ’ t have you covered ” metoo,1
1048892682389475329,senjohnkennedy where were these metoo kavanaugh rioters deplorables when hillary let benghazi ambassador and soldiers be tortured and killed oh wait they were men sheriffclarke drmartyfox pamelageller prisonplanet foxnewsalert bristolcomsense outsiderswgn mirnadestiny httpstcotdksazmkqb,0
1052268305526865920,realdonaldtrump horseface youre the one who slept with her while your wife was at home with a newborn what kind of face does that give you ill tell you the face of an ahole youre an immoral disgusting piece of garbage msnbc cnn foxnews metoo trump maga,0
1055756110517420033,congratulations mumbaifilmfest on a momentous opening ceremony years of enriching lives and culture may this week lift the spirit of our city entertain engage and make us all better people keep up the great work anupamachopra kiran smriti and neetaji metoo timesup,1
1055329090604056576,yehkya hello 👋 metoo trying to decrease my followers,1
1049928978675298304,will sharrimarkson raise the metoo issue of the woman who alleged she was sexually assaulted by billshortenmp with sarah hanson young auspol sharrimarkson brettkavanuagh skynewsaust theboltreport,0
1049276896394055680,to all you screeching liberal lunitics why don ’ t you have anything to say about these pillars of society ” where is metoo now,1
1052169139241058304,when i understand metoo,0
1052030619683713024,great quote by johnlegend risingabovefest singer producer peace love metoo womenproducers supportwomen​ hollywood​ mensupportingwomen,0
1049444545941762048,joeabcnews abcnews what happened to the metoo movement in australia how are historical sexual assault allegation against brettkavanaugh and more significant than similar allegations against billshortenmp auspol abcnews kavanaughconfirmation billshorten,0
1051951191184281606,he is now a violent sexual predator convict sentenced to to years in state prison metoo,0
1048763205722329088,feminism feminists metoo timesup auspol uspolitics kavanaughconfirmed mgtow feminist sexualassault what do you think is this a true story yes or no fell free yo give your thoughts on why,0
1048687749950189568,i wonder if davidspeers skynewsaust sees any issue with this discussion of the metoo movement and alleged sexual abuse against women auspol,0
1052257705652613122,conservamomusa bonniemhancock alyssamilano alyssamilano the world doesnt care what you say to your daughter about metoo movement as you ridiculously sob spreading your own false and liberal rhetoric httpstcofedbcatowr,0
1055794085066268672,how can we stop sexual harassment at work place watch this video 🤐 metooindia metoo,1
1052014790548148224,iratrivedi missukissu to a harasser is meetoo for opportunist who want to derail actual metoo,0
1051995729219215361,whoopigoldberg johnlegend officialalw sirtimrice you are a disgusting excuse for a human you should not still be employed by abcnetwork or theview i guess the network is fine with sexual assault of a minor whoopigoldberg whoopihastogo metoo sexualassault,0
1051963202106322944,hillary clinton ’ s willful misunderstanding of the metoo movement httpstcoegqhtzruiq,0
1052185705194147841,anjanettespeak beheard yesallwomen metoo churchtoo via,0
1052219641261580289,perspective metoo has a long way to go,0
1052282306512150528,the metoo movement ’ s roots in women workers ’ rights httpstcovwwttebgkz,0
1051962845481586688,learn about resources in ed forum facing sexism and harassment in our industry w mikisautbine at tcfilmfest on sun oct at achotelmpls … tcffeducates equality metoo⁠ ⁠ timesup⁠ ⁠ humanrights education feminism lgbt women men,1
1049973272354275328,taxidermy deathshead moth by oddity asylum taxidermy halloween gothic black deathsheadmoth aussie ⁠ ⁠ tattoo art theblockau butterfly moth spider fortnite hardquiz kelilane oufc ispr etalk qanda news metoo⁠ ⁠ amas⁠ ⁠ oufc,0
1055301969986838529,metoo sting l punjab minister channi in spot for ‘ improper messages ’ to woman ias officer,1
1052015094203342848,whitehousepainting metoo seems odd as only one woman found symbolically in the background is present moreover almost every man on the canvas is joyful except couple top right the woman is either dejected joyless or expressionless,0
1052188431474802692,bergerpaintsind hello berger paint hope you heard the news about mollywood actor alenciyar from kerala who is a prime accused in metoo metooindia he is acting in your advertisement in malayalam hope you are not supporting this predatorso please take away your add as soon as possible,0
1049547532169183235,ann widdecombe believes the metoo movement is ‘ trivial whinging ’,0
1052209346514493440,realdonaldtrump secretarysonny day yr b amp w watching your lifes work rot bc usda decided the cost of due process exceeded the benefit to government traitors no people no other words abuseofpower corruption metoo,0
1056170291527802880,metoo dcp devaraj reacts on sruthi hariharans complaint against arjun sarja video link ► sandalwood metoo sruthihariharan arjunsarja sexualharassment prashanthsambargi hindutvaangle kfcc karnatakafilmchamber ambareesh chetan,1
1051873424166068227,kwameraoul im a male survivor of sexualchild abuse amp domestic violence i believe in you that youll make a difference for our children sexual assault isnt just a womens issue its everyones problem please continue to support the ones that are suffering metoo lgbtdems,0
1049884550879502336,metoo the war is coming🤘,0
1051971694359928832,reposting ⠀ ⠀ choose wisely thesecret thelawofattraction love truth honesty thegiftsofimperfection leanin brenebrown fallinlove rhondabyrnes fdt happy joy marriage namaste diamonds fearless freshstart metoo …,0
1051883454093320192,one of the oldest metoo episodes dates back more than yrs and would have entered the canon of great greek tragedy had the forefathers of western patriarchy httpstcotkliqznhug in this months artforum by colalquiaga theclark terreform urdownwardspiral coeditor,1
1051969826548256768,this painting on the white house commissioned by trump is so laughable ridicules that only a insecure baby would find it amusing baby trump strikes again realdonaldtrump ge is such a joke and threat to our country wake up america bluewave resistance metoo voteblue,0
1051379310282592257,democrats rewarding assaults on women metoo enough is enough vote republican walkaway demmobrule maga,1
1054742487967895553,do you agree metoo 😂,1
1051986424617041920,meredith ’ s metoo moment on theoffice,0
1051874964138151936,todayshow stephgosk hows this for abuseofpower anyone remember hillaryclinton using the term bimboalert amp worse to berate every new victim err conquest um consentual affair of her husbands that came out if you remember that do her words toward metoo movement ring hollow now httpstcoiornapziiw,0
1052035521399218176,bacontexas stormy daniels just called and asked me to remind everyone to please please please donate to her fundraising page every dollar makes a difference metoo webelievesurvivors standwithstormy,0
1052098695355875328,piersmorgan mmflint gmb donald trump asked gop judges to outlaw protests against him a photo of germans protesting adolf hitler being included in chancellor von papens royalistconservative cabinet the last protest allowed in germany scotusblog aclu metoo marchforourlives,0
1051883309712564224,a hard look at the hard numbers of metoo freevipquote httpstcobnhqywbvrl,0
1051969364944011264,krassenstein remember the creep mocking senator warren calling her the fake pocahontas and saying he ’ d try to make her take a dna test by throwing it at her onstage “ we have to do it gently because we ’ re in the metoo generation so we have to be very gentle ” httpstcorcwtmifdnm,0
1055597157489762305,metoo movement divided coa sets up committee to probe charge against rahul johri by pti updated october,1
1049217016874262529,usqedu women ’ s network member and associate director health and wellness julie mckenzie speaking about the university ’ s commitment to the campaign and commitment to ending sexual and domestic violence respect metoo httpstcozijiltpiff,0
1051944297543737346,groups fighting sexual violence awarded metoo funding httpstcosgqwqflvrm,0
1052004549190451200,metoo merch man equals woman sew iron on patch gender equality equal rights metoo timesup news,0
1048656738985988096,uspoli realdonaldtrump scotus vs metoo by john darkow auspol senatorcollins jeffflake joemanchinwv,0
1051903203745427456,metoo changed the workplace sexual harassment landscape has your company adapted civility civiltreatment,0
1051966809623187457,top story alyssamilano one year ago i recorded this for my daughter explaining why i shared my story of sexual assault i never expected to release it publicly now i feel it ’ s too important not to share metoo … see more,0
1051938560926998529,for thousands of years women have been prey this time the predators lose thriller awardnominated huntress moon series on sale metoo timesup,0
1054718177920331776,do come metoo metooindia httpstcoqmuosegnjx,1
1051472005063725058,metoo hashtag usage on twitter over the past year,1
1052100676749283328,college student allegedly raped hours after attending a metoo rally,0
1052077059298738176,the strange redheaded woman haunted his dreams called him to preach berated him and seduced him and she had a secret too dark to tell bookworm readtherainbow readinglist read novel karlyletomms reading awardwinningauthor metoo read,0
1052258199905161217,on sunday ill film the womens march on the pentagon sexual violence is literally and horrifyingly used as a tool of war im looking forward to covering this event which exists at the intersection of the militaryindustrial complex and metoo era,1
1051875058505998336,abcpolitics gma in response to my traumatic child abuse assault president obama has sent this letter of recognition to express admiration and thanks to me and stating that the white house will continue to support sexual assault victims metoo obamafoundation obama nomeansno lgbtdems,0
1051885260718379014,bdutt beingrowdy priyaramani mautarma plz reply above and also see attached metoo doesn ’ t apply to incindia shahidsiddiqui mia will you retweet this too hai dum aur nek irada peakvishu manibsinha guys can we expect reply from pidis sunetrac whozthatminister manekagandhibjp,1
1049452243651420160,emilyslist billshortenmp ritapanahi sharrimarkson jccampbell not here to judge shorten hypocrisy qld labor treasurer jackietrad calls out brettkavanaugh in a tweet but not billshortenmp shows metoo and emilyslist in australia are nothing more than political tools ignoring left wing misogyny auspol qldpol couriermail triplej,0
1049031150767722496,metoo movement now airborne as two thirds of flight attendants say they have been the subject of sexual harassment httpstcoshsdmoeixh cabincrewtwo,0
1048651813858230273,uspoli realdonaldtrump kavanaugh metoo bombed by adamzyglis auspol senatorcollins jeffflake joemanchinwv,0
1052261678866472966,“ conservative women don ’ t feel victimized ” how the kavanaugh nomination underscored the right ’ s complex inability to cope with the metoo reckoning httpstcoysthyhftun,0
1052288704360763392,esquire is releasing an expose on bryan singer anopensecret esquire bryansinger metoo xmen httpstcoeeyhicwwwy,0
1052163082255048704,a metoo movement for mental health httpstcodtzocyhwvu,0
1051588912353869824,one of the biggest challenges that is faced by the woman of the metoo movement is victim blaming “ maybe if girls covered themselves more these things wouldn ’ t happen ” is just an example of how woman are shamed for their sexual assaults,1
1056229649364238336,day at mami had its first metoo workshop director kabir khan speaking on the critical importance of ending a culture of silence and turning a blind eye to harassment at the workplace kabirkhankk kabirkhan mumbaifilmfestival,1
1055476503314644992,music academy debars seven musicians this season post metoo,1
1051958202143629312,“ this metoo this timesup this is your pentagon papers moment so i think the movie really did meet its moment in time and the time ’ s up so let ’ s go girls let ’ s roll ” meryl streep accepting nbrfilms best actress award for her performance in ‘ the post ’ leadingwomen httpstcomlncicvzlr,0
1052233462818754560,alex and olivia from iowa coalition for collective change are facilitating a discussion about how lgbtq employees fit into the metoo movement and conversation at our annual lgbtq workplace culture summit in central iowa,0
1052237153789390853,new post domestic violence awareness hasnt caught up with metoo new york times has been published on might get fit,0
1051897900551168001,just saw a revised version of sellbuydate loved it in new york and loved it here as well it is a must see lalgbtcenter renbergtheatre sarah jones yesimsarahjones is a combination lilytomlin annadeaveresmith amp whoppigoldberg mustsee metoo,0
1049804220696748033,if labor win government what a quinella 🏇🏼🏇🏼 prime minister accused of historic rape allegation deputy pm married to convicted drug trafficker auspol metoo everest kavanaugh anncoulter theboltreport jccampbell tomwconnell annelisenews couriermail,0
1048666090643980288,wtaf america i have nothing kavanaugh kavanope metoo,0
1048638014350680065,miranda fricker speaking on ‘ knowing notknowing and halfknowing ’ at metoo and epistemic justice ⁦⁦cuny⁩,0
1051957160182259712,unsung hero rose schneiderman was a forerunner of the metoo movement history mondaymotivation,0
1050771314653294593,he saw she saw metoo httpstcofvtgxvitfh,1
1052196506822791168,one year in metoo finding fresh battlefields worldwide canadian hr reporter httpstconactvvcnmy workplace,0
1054771191821598720,nhindia shame on the women of twitter india for staying dumb over the relentless destruction over three decades of the one indian me who called out and rejected this cretinising patronage paradigm that caused metooindia metoo the world over,1
1052012502383513601,forget the metoo bs as tuckercarlson put it its now the mesioux movement😂😂😂😂😂,0
1052036479332089856,college student allegedly raped hours after attending a metoo rally,0
1052073905601409024,my first talk at ucla we discussed mental health peer support and sexual assault thanks for having me uclaalphagam 💕mentalhealthawareness metoo important,0
1051947088664133632,groups fighting sexual violence awarded metoo funding,0
1051876639028604929,aline brosh mckenna talks changes still needed on metoo anniversary ‘ it is still white men ’ in charge,0
1051294226670075911,cartoon by michael de adder metoo believewomen,1
