id,text,Directed_Hate
1052228134026833920,most women i know have been sexual assaulted or raped most women i know have been blamed for their sexual assault or rape most people who commit sexual assault or rape face no repercussions we need justice and education i am a survivor metoo teachthem letstalkmonth httpstcocguknvmteu,0
1051037525119254528,talking about metoo ccihrec at arewethereyet httpstcocgnhyoodgt,1
1049506503479058441,asked whether metoo is losing influence in the face of kavanaugh and trump ed responded with an emphatic no and compares the movment to blacklivesmatters full ep httpstconxarseaevj christineblaseyford believewomen httpstcoaffmowtqrn,0
1052100676749283328,college student allegedly raped hours after attending a metoo rally,0
1055089563453014016,sachin i have scored in odi kohli metoo 🤣 viratkohli joins the metooindia campaign,1
1052158120775045121,metoo merch transgender dysphoria blues metoo timesup news httpstcobgyjzrncsa,0
1051874964138151936,todayshow stephgosk hows this for abuseofpower anyone remember hillaryclinton using the term bimboalert amp worse to berate every new victim err conquest um consentual affair of her husbands that came out if you remember that do her words toward metoo movement ring hollow now httpstcoiornapziiw,0
1054737245616377858,per pcs only usd original fcb jacket only pcs contact saadmimfashionsgmailcom whats app fcbarcelona jacket clothing winter adidas metoo newyork paris barca lieonelmessi christian,1
1051904498606559232,watch alyssa milanos moving metoo video,0
1054766677315870720,metoo movement tanushree dutta says she spoke up to defend herself not to become hero,1
1052219647758491648,perspective metoo has a long way to go,0
1049547532169183235,ann widdecombe believes the metoo movement is ‘ trivial whinging ’,0
1050500263503650828,rape culture is when you can say raped doubt it lmao and get top comment case in point if ever i saw one i support metoo httpstcoshobsafndh,1
1051661501453479936,it takes immense courage to point out two big personalities like vairamuthu amp singerkarthik whom chinmayi shared stage just a month ago for ccv audio her current scenario is like standing in a cage full of ferocious tigers her dauntlessness should be appreciated metoo,1
1052101893030273024,brittanymurphy harveyweinstein metoo i wonder now if he had anything to do with the blind items that ruined her career and left her depressed and miserable rip,0
1050688920495710208,⁦⁦⁦ the power of privilege robynurback⁩ perspectives offers metoo spotlight on ⁦billclinton⁩ ⁦womensmarchcda⁩,1
1051176761713672194,some of the most popular topics chosen by students for our learning network contests included fake news studentled activism around gun violence and the metoo movement via the nytimes,1
1052278270673256448,metoo nice candidate philbredesen kept sexual harassment allegations in the dark protecting his aides and silencing victims tnsen,1
1052008783361265665,metoo iftda issues notice to sajid khan over sexual harassment allegations,0
1051223341175058432,tishacampblmrtn bravely opening up about being sexually abused as a child is just one of the many reasons why we love her metoo,1
1051600162068430848,about to go on abcbrisbane abcbrisbane radio to talk metoo year on,0
1051869349219192833,mipcom elizabeth vargas talks double standards on metoo anniversary,1
1052273002979704832,what current issue should we be talking about more empowermentensemble metoo womensmarch girlpower womensupportingwomen females empoweringwomen empowerment keepshowingup togetherwerise shareyourstory empowermentinthewild,1
1048511333426024448,mrbromwich her courage will be remembered whyididntreport christineblaseyfordwestandwithyou riseup resist nomeansno metoo believesurvivors triggers,0
1052032744899977217,college student allegedly raped hours after attending a metoo rally,0
1052237026957844480,“ tiny ” trump attacks “ total con ” stormy daniels potus “ disgusting misogynist ” says michael avenatti in reply over suit httpstcopptdbznoso metoo breakingnews,0
1054700055423152128,metoo a great start but it wont end sexual violence survivorauthor sohaila abdulali httpstcoclunyqyrlm metooindia book author,1
1051168839348547586,thanks to postcard metoo india,1
1049031150767722496,metoo movement now airborne as two thirds of flight attendants say they have been the subject of sexual harassment httpstcoshsdmoeixh cabincrewtwo,0
1052069612647579650,alamgirizvi mrsmeenakumari akhterzaidi ahmedsaudager sunilmene sranvijay amitsinghdel neetins mahakalmhakal varshneyrudra jharoji varonikavks manjuchattarjee viralsurili sapnamalik sharmanishaa vikasmohanproac sheeias naazuruba tinythakor dipikasi salonirathee itsbutterfly bhootsantosh twitter gm all frnds💐 worldfoodday food hungerindex metoo metooindia bikgayiec rahulgandhiingwalior chambalwithcongress prernaforwomen हरबारभाजपासरकार sarkardiwali roflravish officeofas dubeyabhay acharyapramodk mereshivashakti shamaayyub 👇,0
1056575746880270336,metoo r fakecases or more than years ago anthonydesusa sureshchavhanke poppipanda cskkanu sureshchavhanke sifchandigarh wisehussein harrsdhusband dalwinderk insaafngo dalwinderk,1
1052268305526865920,realdonaldtrump horseface youre the one who slept with her while your wife was at home with a newborn what kind of face does that give you ill tell you the face of an ahole youre an immoral disgusting piece of garbage msnbc cnn foxnews metoo trump maga,1
1051378812577972224,donderoloopnv i am absolutely disgusted by your mailers i know what you mean when associating another female with a “ dead fish ” how dare you you ’ re the party that preaches metoo and respect women yet you distort valerie ’ s face and again dead fish you ’ re disgusting,1
1052144362304475136,vpr wanted to protect my longdead grandfather rather than allow me to say my grandfather abused me speakmytruth metoo censorship,0
1052127834892881920,must read she speaks for all of us please insist on further fbi investigation senfeinstein senkamalaharris pattymurray senwarren sengillibrand maziehirono senatorcollins senatorcantwell senatorhassan senatorbaldwin lisamurkowski clairecmc metoo,0
1051712932143198208,nsw police officer mitchell willey could be kicked out of the force after admitting he groped a woman at defqon dance festival in penrith last year his lawyer argued against a criminal conviction saying the constable shouldnt be punished because of the metoo movement,0
1050191693629124608,hello perth this will be most excellent metoo ustoo,0
1050316537075195906,show the evidence sexual assault victims truth is their evidence flotus realdonaldtrump senatorcollins chuckgrassley lindseygrahamsc aprildryan joyannreid tiffanydcross repmaxinewaters kamalaharris angelarye symonedsanders ananavarro mariatcardona hilaryr metoo httpstcohjigizzyqb,1
1051908752570376192,tomorrow on the gist we chat with claireswinarski and dawnofmercy about catholic feminism and the metoo movement watch at et and join the conversation httpstcozkfgwxuhqc,0
1052078091236007941,mo state student allegedly raped hours after attending a metoo rally liberty man charged httpstcodxlcvzctgr,0
1055040108854824965,the we are the best in ahmedabad for all it services simmba dellpolicyhack india metoo,1
1052095305133510656,it is high time metoo named and shamed men in media and advertising across india mumbrella asia httpstcofnoqilzrqw,0
1049598924632145920,life comes at u quickwoman so indoctrinated by internalized misogynyamp so desperate for male approval she tries to subvert metoo to feign fear about her sons minuscule risk of facing false accusations while making her son face her false accusations about his dating habits🙄,0
1052208316888141826,domesticviolence awareness hasn ’ t caught up with metoo here ’ s why nyt,0
1056084911352762368,boys after the metoo httpstcoetlyynfvkj,1
1051686832419889152,stung by metoo bcci ceo rahul johri forced to sit out icc meeting,1
1052210962143555584,i believe that this ideology is one that must be broken society has created this stigma and it ’ s time to move forward to a new way of thinking for all metoo healing ideology society change,0
1050769835234222081,man raped woman following metoo rally in springfield police,1
1052104213465948161,rosemcgowan rosearmy brittanymurphy metoo timesup harveyweinstein rosemcgowan any thoughts on bm i feel like weinstein hurt her career,0
1056211144766046208,metoo tanya wants action against harassers,1
1051600944805212162,one year amp million tweets later today marks a year of the viral metoo movement thank you for sharing your stories you are not alone sexual amp genderbased violence is a human rights violation and were committed to ending it ✊,0
1052151329156714496,finally salman khan ’ s name crops up in metoo allegations former bigg boss contestant pooja misrra accuses salman with brothers arbaaz and sohail of raping her watch videos,1
1052182219295473665,all the lies brettkavanaugh told httpstcogywaiimjew … … … … womensrageisourwave votegopout womenswave believesurvivors ibelievedrford metoo nationalnow morningjoe theyoungturks jimmydore tytlive ticktock morningjoe,0
1051969826548256768,this painting on the white house commissioned by trump is so laughable ridicules that only a insecure baby would find it amusing baby trump strikes again realdonaldtrump ge is such a joke and threat to our country wake up america bluewave resistance metoo voteblue,0
1051979549389414400,one year since metoo how workplaces have changed httpstcooyhfpvhlfm,0
1052273409260834817,anita defrantz is a noted activist specifically to promote civil rights and to eliminate sexual harassment presenting a candid talk about “ race and gender in sports in an age of metoo ” free with submitted rsvp at public parking is,0
1049217016874262529,usqedu women ’ s network member and associate director health and wellness julie mckenzie speaking about the university ’ s commitment to the campaign and commitment to ending sexual and domestic violence respect metoo httpstcozijiltpiff,0
1054587486985347072,nice point by during interview with igtamil lets question the harasser instead of the victim metoo chinmayi,1
1052273094818230272,womble bond dickinson team takes part in mccalaw creating pathways to diversity conference theresa sprain moderates “ metoo one year later ” discussion httpstcozrhjuriabx,0
1052158455157534721,overshadowed in recent the news but hillary just said its perfectly acceptable for a married presidentceoboss to have sex with a young intern in his employ not even a tad bit of abuse the silence from feminists amp metoo groups is deafening and reveals their entire sham,1
1050998261090328576,cnnbrk and yet not womans group or child advocate metoo has stepped forward to take none of these men to court or prison but bill cosby is in prison for having sex w an adult consensual or not we dont no but these me too victim are kids,1
1050804805558575104,vekstra itspbrooks meanwhile there was a large student gathering on south building steps about sexual assault metoo,1
1051843051138818054,at bronx museum saturday this yearss conference will explore the current wave of womens empowerment and how its been historically reflected in the arts metoo,1
1052260036054065153,braylennapier sarahpalinusa qanon potus ingrahamangle realcandaceo marklevinshow im all good its the left thats angry sad easily offended and confused in general yall dont know what you want till msm tells ya hillary is such an easy target shes begging gor it pound me too please metoo,0
1052037459213611008,a year ago alyssa milano started a conversation about metoo these women replied httpstcorulybyalic,0
1051972330476503040,college student allegedly raped hours after attending a metoo rally httpstcoououlbaipf httpstcobyputrrhag,0
1050300017058168832,melania trump talks metoo i do stand with women but we need to show the evidence httpstcomtlbtqimgq,1
1055064353769119745,congress president rahul gandhi tweets about metoo movement – metoo movement,1
1052015094203342848,whitehousepainting metoo seems odd as only one woman found symbolically in the background is present moreover almost every man on the canvas is joyful except couple top right the woman is either dejected joyless or expressionless,0
1052257409261920258,‘ halloween ’ review a slashermovie reboot for the metoo era httpstcodghpczctao,0
1055778499280089088,metoo from whatsapp touching,1
1050327679948312576,brocklesnitch sex pest allegations 🤔 auspol arias metoo billkavanaugh brettshorten trump alanjones aclennell abcaustralia rnbreakfast billshortenmp kochieonline karlstefanovic thetodayshow bowenchris angustaylormp skynewsaust kierangilbert,0
1051683272084865024,my film “ i got a callback ” by dir chris fox will be screening at allen maldonado ’ s everybody digital film festival on oct get your tickets to see talib kweli and diggy simmons perform live thank you edfilmfestival callback metoo terrycrews,1
1051907000303403008,subtleties of sexual harassment kaufmanlaw sexualharassment metoo httpstcoujhhfpqsdx,0
1051865848288354304,our boss merrittvox joins the conversation on the metoo movement and midterm elections with aslforcongress and monicabraine at kunmnews letstalknm httpstcoyycvwjmyhi,0
1051947088664133632,groups fighting sexual violence awarded metoo funding,0
1051883309712564224,a hard look at the hard numbers of metoo freevipquote httpstcobnhqywbvrl,0
1050593516592615424,the metoo movement has led to a rise in public awareness around sexualharassment in the workplace but does your inhouselegal team know how to respond appropriately to sexual harassment allegations download this free practicallaw toolkit gt,0
1048565625520447488,when we fight we win metoo womenriseup revolution,0
1052090146470817792,metoo founder tarana burke took time to look back at the impact amp progress of the movement,0
1051995729219215361,whoopigoldberg johnlegend officialalw sirtimrice you are a disgusting excuse for a human you should not still be employed by abcnetwork or theview i guess the network is fine with sexual assault of a minor whoopigoldberg whoopihastogo metoo sexualassault,1
1052148204320555008,since women are still being torn apart for sharing their stories it ’ s necessary for them to keep sharing them until they are taken more serious metoo,0
1055058632532996096,tarana burke unveils the next stages of metoo and sits down with her daughter to discuss the movement and the role it has played in both their lives,1
1051856460941012992,theview the bill amp monica situation was a consensual affair between consenting adults that has nothing to do with metoo and wtf should hillary disappear you dont ask that of her male counterparts theview,0
1049485928014598145,the sad reality of trump ’ s america 🇺🇸 even in the metoo era 😢 trump kavanaughconfirmed,0
1056240881701859328,metoo movement soni razdan opens up about the time “ somebody tried to rape ” her,1
1050334413433778177,cnnpolitics briankempga staceyabrams staceyevans trump attacks metoo just like he attacked parkland i wonder if all republicans get their moral compasses at nazi surplus stores scotusblog abaesq httpstcohvqmfsoome,1
1055730751264747520,as the metoo movement gathers momentum in various sectors of the economy one must not forget that the campaign is absent in india ’ s villages points out jayshree sengupta httpstcokcttscbgiy,1
1048863742019088386,chinese the most famous host zhu jun has been charged by sexual harrasmentthe victim xianzi is so brave to fight for personal rights and expose her selfiebecasu she thinks she is not only an id and all of things she said are truemetoo ibeliveher httpstcodqummcepss,0
1054441634308415488,sadness of metoo httpstcozxdfvcgckw,1
1051934552678178816,college student allegedly raped hours after attending a metoo rally,0
1051819926795608065,wonder what else hillaryclinton thinks it was lust or love if not metoo,0
1055078901851086848,metoo govt constitutes home ministerled gom to deal with sexual harassment at workplace,1
1055434142114963456,thesunainaa is this true dinathanthi metoo metooindia,1
1054958924896583682,understanding metoo as a revolution nwmindia indiametoo,1
1050489314604281856,amymek horrifying amazing hypocrisy of the lefties tomilahren foxandfriends metoo,0
1052240083267407872,metoo believesurvivors believewomen believeallwomen but they believe this guy more than his exgirlfriend who has evidence pictures and recorded calls hospital care records everything ford didnt have my advice ladies dont get involved with a dem there very angry people,0
1052102861901819904,alyssamilano did harveyweinstein have anything todo with brittanymurphys downfall after sin city she didn ’ t play in any studio movies harvey was a producer metoo,0
1056147540192694272,tanushree dutta tells rakhi sawant to stop making a joke of metoo movement metoo tanushreedutta rakhisawant allegations accusations harrasment more details,1
1056098664106651648,today i filed my first police complaint it is not a matter of proud but a shame indeed that in a crowded place in noida in daylight some miscreants tried to rob amp assault mei went to police and they were helpfulthats not enough coz i seek safety rather than help metoo,1
1051963199921090560,hillary clinton ’ s willful misunderstanding of the metoo movement,1
1051674207749210113,falsefly what a grot im familiar with this type of individual meet chloeingramm chloe ingram metoo falseallegations,0
1052034373451694080,tootsie remains charming even in the metoo era,0
1052028583756132352,okay but why don ’ t they show this side of spidermanpeter parker it would be a way to show that you can always talk to someone and it touches place in so many peoples lives metoo marvel spiderman,0
1051897295313223680,rnrminnesota dbongino foxandfriends their spokesperson is a wife beating child abuser how ’ s that for a metoo moment,0
1055682025582059520,metoo metooindia out nos total tweets of whole month of entire country usa twt btwn amp whras sept twts of usa on subject mrsgandhi sureshnakhua,1
1052233462818754560,alex and olivia from iowa coalition for collective change are facilitating a discussion about how lgbtq employees fit into the metoo movement and conversation at our annual lgbtq workplace culture summit in central iowa,0
1052182665695178754,metoo are you happy that men that cant win in the male world of sports are taking advantage of womens world of sports by simply going transgender if you look at them all they are only doing the minimum hair makeup clothing to qualify to take your medals,0
1051969582968315904,liberty man charged with rape on msu campus after victim attended metoo rally httpstconbotzisfpq,0
1050519659982794755,“ chief justice john roberts received more than a dozen judicial misconduct complaints in recent weeks against brett m kavanaugh who was confirmed as a supreme court justice saturday but did nothing about them ” justicekavanaugh votebluetosaveamerica metoo,1
1055383847620280320,reutersindia netflix be like massive viewership translating to growing stock price vs morally right decision unprovable culprit it is sacredgames metoo,1
1051881526772695040,senator sherrod brown called on to resign by metoo group httpstcosjoyqocuau,0
1052050805652709377,metoomvmt lets unpack consent metoo httpstcojularncksr,0
1052024246262747137,cnnpolitics chucktodd thelastword kamalaharris sengillibrand maziehirono senblumenthal walkaway metoo so much for let all womens voices be heardmake man prove he is innocent hillary claims bill never abused his power httpstcomyszfakiqq,0
1056103936606662656,this is why loudly telling this cine industry people ruined metoo movement in tn amp oppressed all others in fact me too has its storm in itself before a year chinmayi started speakingin also many journalists amp others spoke before chinmayi all der efforts went vain,1
1051909231883022336,only five days remaining october and raleigh nc or live online httpstcoovwcdpcevl justicegeneration churchtoo metoo,0
1052092141806047234,charlizeafrica on why its important for people to keep talking about metoo,0
1055661962246414337,independent panel to probe metoo allegations against bcci ceo rahul johri as state associations urge action,1
1048548462168424448,christineblaseyford respect braver than me braver than most♥️ webelievesurvivors weareone metoo,0
1051946290140000256,the seven sworn depositions of past officials should be reviewed the notetaker seek refuge return in hours and report directly to me fbiindianapolis fbi indstatepolice indystar martinsvillematters johnwoodengymnasium metoo sexcrimes,0
1051964747262902272,college student allegedly raped hours after attending a metoo rally httpstcoykqrovgpsv,0
1052127532428931073,actress who helped trigger indias metoo movement inspired by god reuters entertainment news httpstcoamntfiptpm,0
1052171029823479808,metoo alyssamilano kathygriffin not all women are truthful httpstcoszgisugslu,0
1049930526314782720,if sarah hanson young thinks brettkavanuagh is unfit for office it ’ s hypocritical if she does not also think billshortenmp who faced a similar allegation is not also unfit for office auspol sharrimarkson metoo sharrimarkson skynewsaust davidleyonhjelm theboltreport,0
1056201167955353600,metoo sanjay puran singh chauhan has been accused of sexual misconduct by model reyna vashishtha,1
1052226137408106497,company employees members of the honduran army hired assassins mercenaries honduras ask hillary about the violations of bertacaceres what exactly did secretary of state hillary clinton do for this fellow woman metoo timesup,0
1052254243787296769,on behalf of the cuyahoga county sexual assault response team we would like to thank all the presenters and participants who joined us friday for the sart conference the theme of this years conference was sustaining a movement and not a moment metoo and beyond httpstcobqkzhpidae,1
1052116552735121409,really gladinfact relieved about the metoo movementyet i hope it doesnt kill romanceboysmen shouldnt fear wooing a girl out of concern that they will get caught up in this movementso where do they draw the linehere r the boundaries explained with a cup of teaukstyle,0
1051946831599558657,pedowood aka hollywood how low a person must feel to knowingly sell their body for a spot in a movie or tv show⁉️ the metoo movement was pitched for all the wrong reasons shame on the democrats tifffitzhenry,0
1052185705194147841,anjanettespeak beheard yesallwomen metoo churchtoo via,0
1051963202106322944,hillary clinton ’ s willful misunderstanding of the metoo movement httpstcoegqhtzruiq,1
1049452243651420160,emilyslist billshortenmp ritapanahi sharrimarkson jccampbell not here to judge shorten hypocrisy qld labor treasurer jackietrad calls out brettkavanaugh in a tweet but not billshortenmp shows metoo and emilyslist in australia are nothing more than political tools ignoring left wing misogyny auspol qldpol couriermail triplej,0
1051973719428669442,metoo mayawati accuses mj akbar of giving political colour to charges httpstcogrqomqmrch,1
1052036479332089856,college student allegedly raped hours after attending a metoo rally,0
1051903519962337281,metoo where are you,0
1051938560926998529,for thousands of years women have been prey this time the predators lose thriller awardnominated huntress moon series on sale metoo timesup,0
1052182680069177344,did you know that a year after the metoo movement sexual harassment lawsuits went up by call us at to learn more about the sexual harassment training we provide for employers on site,0
1054971692299309057,sc refuses urgent hearing of plea for firs against allegations in metoo movement to read more go on,1
1052273035346993152,anita defrantz is a noted activist specifically to promote civil rights and to eliminate sexual harassment presenting a candid talk about “ race and gender in sports in an age of metoo ” free with submitted rsvp at httpstcohnhdavcise public parking is,0
1051988066469072896,the metoo movement took off a year ago this movement has helped so many survivors find the courage to come forward but for some people its been a painful reminder of why they never told anyone there is still so much work to do,0
1056245251168325632,sgmanjari lakshmyramki leenamanimekali tamilthehindu thanthitv pttvenglish thenewsminute anandavikatan zeenewstamil igtamil chinmayi thehindu chennaitimestoi thequint redpixnews if any one truthful in metoo definitely it will win but amalapaul said susi abused me ohhh never chanceless everybody ask metoo story like that she want to say one metoo story i think al vijay may abuse her,1
1056638756617220096,metoo vinta nanda has recorded her statement against alok nath at oshiwara police station in mumbai httpstcoghsxzljrgq,1
1052284335351652353,one year after metoo where do we go from here,0
1052033123142303744,what a fraud and big baby you are realdonaldtrump fakepresident pastpresidentspainting i cant wait till you leave office loserdonald pussygrabberinchief metoo,0
1049549716919222272,this post is red hot on thedonald subreddit right now words fucking disgusting the comments supporting this are vile amp proof of the degenerate minds who are pro trump im not a schumer fan nor a feminist but this is an absolute new low dumptrump trump pousa metoo,1
1052019526399873024,metoo getting stronger,0
1051958202143629312,“ this metoo this timesup this is your pentagon papers moment so i think the movie really did meet its moment in time and the time ’ s up so let ’ s go girls let ’ s roll ” meryl streep accepting nbrfilms best actress award for her performance in ‘ the post ’ leadingwomen httpstcomlncicvzlr,0
1056120359693570048,who comes up with stuff like this 😲 metoo,1
1052046529320640512,“ theres this idea that persistence involves systematically ignoring all the signals and queues admitted by the other person because they ’ re less important than what you want ” uts student olivia on consent in our after metoo podcast series httpstcokoqgcveudy,0
1049804220696748033,if labor win government what a quinella 🏇🏼🏇🏼 prime minister accused of historic rape allegation deputy pm married to convicted drug trafficker auspol metoo everest kavanaugh anncoulter theboltreport jccampbell tomwconnell annelisenews couriermail,0
1049067960084529152,sexual harassment is rampant in the airline industry with two thirds of flight attendants experiencing abuse metoo movement is now airborne httpstcoshsdmoeixh cabincrewtwo,0
1052239288262434817,metoo is one year old is the world ready to listen to these stories and trigger a true societal change publicspeaking digital metoo communicate socialmedia storytelling resilience office genderequality,0
1056759990130626561,metoo mami organises session on sexual harassment bollywood comes together to support the cause httpstcozmrgkwcuny,1
1055022532921843717,producers of ‘ balekempa ’ withdraw film amid metoo allegations against director ere gowda,1
1050659024847261696,raghudixit raghu sir when you are handle a card in your handsfor metoo support waiting sir,1
1054605753917423616,mumbai music maestro ar rahman believes indias metoo movement has the power to make the entertainment industry cleaner and respectful of women read more at,1
1056789066266533888,consent is mandatory adirothinks projectaasha consentiscentral mentoo consentismandatory beaware knowyourrights knowledgeispower awarenessiskey mandatory fightforyourrights metoo metooindia empoweringwomen womensafetyawareness women,1
1049500897951264768,metoo ten most powerful comments on social media,0
1052086311333519360,what showing vs what is showing point is dont get carried away by seeing lightened up map of india metoo is still limited to high profile cases like priya ramani vs akbar a lot work to do to make it penetrate indian hinterland,0
1050396156902162434,physical sexual abuse and death thats gone in the juvenile system with no justice being served abusers left at jobs to abuse more thursdaythoughts thursdaymorning abuse kentucky metoo minds victimsofkentuckyboyscampsgmailcom and on facebook,1
1051356183402033152,himtoo how an attempt to criticize metoo went delightfully wrong httpstcoyqjislyfms,0
1052107040531845120,abc david you and your millennials have a roundezvous with destiny to make history and become heroes of our republic parkland metoo marchforourlives theadvocatemag occupywallst moveon mmflint joyvbehar stephenathome iamjohnoliver tyleroakley,0
1051913130866069504,alyssa milano trumps claim of a scary time for young men because of metoo is a fear tactic httpstcotcwmveflho,1
1051232501585326081,the men of metoo go back to work httpstcosuuvmaygfe usnews usrc,1
1052169763651235845,the left has gone completely nuts this was not ok kaitmarieox when leftists think they can touch amp threaten rape metoo this should be viral tuckercarlson therebeltv oann prisonplanet viralvideos garyfranchi httpstconuynohebss,0
1052127524673662978,actress who helped trigger indias metoo movement inspired by god,0
1051116831874928640,metoo movement how we can make our workplace safe for us — positive side of the coin httpstcoxzbfnuqsby,0
1056088805961273344,metoo effect 😂😂😂 metooindia,1
1051877999132307456,metoomvmt there are women who have i was years ago i won both criminally and civilly for myself and women of colorado i have a story and i have had time to heal now hear me roar and write all i ask for is a good publisher that will serve metoo⁠ ⁠ follow mecohummingbird,0
1056789977265266688,metoo tatasons terminate contract with suhelseth,1
1052036563536728064,facing persistent demands to begin sexual relationship maharashtra man commits suicide httpstcokctawqnohx metoo,0
1052044870758662144,i always felt this painting was incomplete i finally figured out what it is going to make others feel metoo,0
1050507939965034496,thanks to all who came out for our workshop on how organizations should handle a metoo event from a crisispr hr legal and insurance perspective great turnout and dialogue,1
1052183746344960000,mother nature ’ s metoo,0
1049583585781411840,jillpol billshortenmp skynewsaust alanjones ljayes whatever but glaring example in hypocrisy why emilyslist type females like jackietrad and janecaro are so willing to listen to the accuser of brettkavanaugh yet ignore the accuser of billshortenmp metoo bias at its worst in the left wing of auspol politics,0
1054367481744175104,metoo fwice to slap show cause notice to aloknath sajidkhan httpstcohauqbizohq,1
1051927453155938306,metoomvmt metoo double standards if a man said this 😆,0
1052210083659227136,faisala on the spot not after years metoo,0
1052062398813593600,motherjones clarajeffery please carry on metoo,0
1049851552800768000,how metoo really started,1
1052088713407270912,wow 😲 this has to stop 🛑 we have to impeach this guy a nasty gyrating trump says hell only donate to charity if he can metoo straight as a arrow personally test elizabethwarrens dna himself via yahoo comedy jokes funny,1
1051971694359928832,reposting ⠀ ⠀ choose wisely thesecret thelawofattraction love truth honesty thegiftsofimperfection leanin brenebrown fallinlove rhondabyrnes fdt happy joy marriage namaste diamonds fearless freshstart metoo …,0
1056129569445433345,union home minister rajnath singh while addressing a bjp youth event in hyderabad today used the metoo analogy to warn opposition parties from entering into an alliance with the congress ahead of the lok sabha elections next year,1
1055857095000670208,metoo shishir hattangadi ready to testify against bcci ceo rahul johri says moral responsibility to help a friend read,1
1052189267617832960,tropics wvloop westbound dont you hate when a song gets stuck in your head metoo so what do you do listen to your favorite songs while you loop,0
1052004549190451200,metoo merch man equals woman sew iron on patch gender equality equal rights metoo timesup news,0
1052172333752995840,last night watching taranaburke tell the story of metoo allyship and her collaboration with alyssamilano was inspiring af thanks to amazing hosts lolacee annedelaney anaoliveira and so many more congrats also to abigaildisney and the whole levelforward posse honored,0
1052244359612157957,metoo i have another assaulter he pushes me down and touches my undercarriage timesup,0
1051988115240275968,aclu alyssamilano taranaburke and now for more fake news and fakery of metoo bs,0
1049184702312009729,“ i stand with cabin crew in their fight against shocking sexual harassment in the workplace i commend the twu for exposing these shocking stats we must work together so others like hannah can work free of harassment ” michmyersmua itfapac womens rep cabincrewtoo metoo httpstcocwdywqboeb,0
1055833280166199301,metoo ready to testify against bcci ceo rahul johri says former mumbai captain shishir hattangdi read httpstcouucxckvwsv,1
1051260605284388877,here today at the final panel on the nelahq metoo conference how legislation amp public policy can be used to address workplace harassment wmaya raghu mayaraghu nwlc donna r lenhoff amp jessica stender equalrightsadv outstanding conference,1
1050389124362817536,metoo movement encouraging for young canadian females survey suggests,1
1052151623953383424,i offer you this morning compliment feminists metoo rageon,0
1049775000352251904,theeverest promo in martin place with usual balance of genders in the models as my daughter once asked about nrl cheerleaders “ where ’ s the boys ” i ’ ll wait auspol metoo,0
1052207066389999616,evangelicals must respond to metoo with grace and love christian author httpstcosnawebbmqc,0
1049973338372632578,taxidermy deathshead moth by oddity asylum taxidermy halloween gothic black deathsheadmoth aussie ⁠ ⁠ tattoo art theblockau butterfly moth spider fortnite hardquiz kelilane oufc ispr etalk qanda news metoo⁠ ⁠ amas⁠ ⁠ oufc httpstcofhoqoddxzt,0
1051876635648057344,aline brosh mckenna talks changes still needed on metoo anniversary ‘ it is still white men ’ in charge,0
1056210019560157187,kannada actress sruthihariharan files sexual harassment complaint against arjun sarja but fake news website owned by mvmeet says its a conspiracy by christian missionaries to target hindus and modi supporters metoo,1
1052270079684108288,remember not all trauma can be seen ptsd trauma sasc colga speakup speakout metoo believesurvivors youarenotalone,0
1052015898452811776,raw and intimate poetry from award winning author karlyle tomms the gulls are always laughing poetry bullied oktosay poetrylover lgbt lgbtq traumasurvivors metoo recovery mentalhealth readtherainbow bookworm bookwormforlife read overcome,0
1050146297829675008,lyncsmith billshortenmp sharrimarkson skynewsaust davidleyonhjelm theboltreport pmonair greens chriskkenny kierangilbert ljayes scottmorrisonmp realmarklatham theheraldsun dailytelegraph alanjones all sarah hanson young has done is added another metoo front to the billshortenmp historical sexualassault allegation that many on the left are too blind to see is very similar to the allegations about brettkavanuagh who they are currently eager to attack auspol,0
1052260416292904961,nicole kidman on why metoo helps both men and women move forward via variety womeninfilm nicolekidman metoo httpstcokffygxduje,0
1055405090167709697,after babita sharma juri sharma of assam congress leader alleges sexual harassment against party leaders colleague on metoo will u act rahulgandhi now cc unsubtledesi nupursharmabjp,1
1052284113879744514,is sarah lucas right for the metoo moment by martha schwendener via nyt httpstcohirycntusj,0
1054615185904754688,dcw chief swati maliwal will be live on twitter at today oct you can ask ur questions with askswatimaliwal on metoo or any other questions related to women safety and empowerment swatijaihind vandanassingh,1
1052098695355875328,piersmorgan mmflint gmb donald trump asked gop judges to outlaw protests against him a photo of germans protesting adolf hitler being included in chancellor von papens royalistconservative cabinet the last protest allowed in germany scotusblog aclu metoo marchforourlives,0
1049562731257286659,hopefully the himtoo movement will encourage boys to keep their dicks in their pants out of fear that their mom will want to tag along on all of their dates metoo,0
1050892973179727872,sebgorka this is what the leftist proislamist democrat women amp cnn msnbc bbc metoo support,0
1052218673333587969,in my doctoral research i examined the lives of three young girls who had been kicked out of their home schools and sent to alternative education facilities their stories reveal much of what is happening in the metoo movement today amp witnessed in dr fords testimony,0
1052109178087587840,bcci ceo rahul johri goes on leave to prepare explanation for metoo allegation,0
1051880614444589056,in close to women were elected to congress the metoo movement in has produced a record number of women running for public office learn more mondaythoughts uscmpa mondaymotivation,0
1051939882623557633,today is breakthesilenceday for survivors of sexual assault we will believe you support you stand with you convictharveyweinstein brettkavanaugh donaldtrump and all abusers in power metoo,0
1052247674685140993,after metoo,0
