hashtags,id,possibly_sensitive,text
MeToo MetooIndia,1051840325025783809,False,Some filthy bastards need to learn from this insect #MeToo #MetooIndia https://t.co/B1krGuJiJQ
MeToo ModiMadeDisaster ModiLies BJP_भगाओ_देश_बचाओ,1051864340738048000,False,"Modi's Next Mann Ki Baat 
Will Have a Bhashan on BETI BACHO,
While Modi Sarkar Shields Betas  

#MeToo 
#ModiMadeDisaster
#ModiLies 
#BJP_भगाओ_देश_बचाओ https://t.co/QNOfLOHC07"
metoo,1051837333673107458,False,@BRIGBIN @Nidhi #metoo watch https://t.co/0UOKINmw1d
Lesson101 SeniorAdvocate MeToo MJAkbar,1051849835526074378,False,#Lesson101 in spreading propaganda. A firm filed a case and following general practice listed its employees in the Vakalatnama (not to work on the case but to be able to retrieve/file doc in case of emergency). Media twists it and a #SeniorAdvocate endorses it. #MeToo #MJAkbar https://t.co/atRtd7CXNw
metoo,1051864517540552710,False,"#metoo Now this trend soon knockdown in India..

@DrRizwanAhmed1 for reference😀 https://t.co/HuVBLz0Lx6"
MeToo,1051839854089097216,False,"@Pinkl10Bl After
#MeToo effect
😜🤣 https://t.co/yY8NdFpQhk"
quotes quotesoftheday fashion fashionista fashionnova Metoo MondayMood PhotoOfTheDay tweegram instagood instadaily MondayMemories mondayoutfit TrendingNow Trending trendymonday,1051853086505938945,False,"""Optimism is the faith that leads to achievement""... #quotes #quotesoftheday #fashion #fashionista #fashionnova #Metoo #MondayMood #PhotoOfTheDay #tweegram #instagood #instadaily #MondayMemories #mondayoutfit #TrendingNow #Trending #trendymonday https://t.co/2qqNoKPuJN"
MeToo,1051866371603148800,False,"Is it the field of your work that gives you the liberty or is it simply your birthright because of your gender? We need to ask the real questions from not so real industry!#MeToo
https://t.co/EHGXe3LGqh https://t.co/qurMHs3PhG"
metoo,1051847356897873920,False,After #metoo used cars rejection https://t.co/OSsLsNMj1H
MJAkbar MeToo,1051865767027695623,False,.@fayedsouza: Why is there a shocking silence from the Govt of India with regards to this one employee of theirs? Who will stand with the women of this country? Are we always to look after ourselves? Why wont the GoI demand #MJAkbar’s resignation? #MeToo https://t.co/bGUbnHszJ7
MeToo,1051849968804352006,True,After #MeToo https://t.co/Ey7cGEZ5rw
MeToo MeTooIndia,1051843397361774592,False,"When your Ass is also accused of sexual harassment 😂😂🤣🤣

#MeToo #MeTooIndia https://t.co/86YEOY0WBT"
MJAkbarMustGo MeToo MeTooIndia IndiaDevelopmentDebate,1051855321482887168,False,"#MJAkbarMustGo | With @MJAkbar slapping criminal defamation charges against @priyaramani, will the offensive against the victims take the sting off the #MeToo movement? What next for the #MeTooIndia movement? Watch #IndiaDevelopmentDebate at 9:30 pm https://t.co/PLAwA4B4uP"
RadhaKyonGoriMainKyonKaala NameShameTheRapists MeToo,1051867591180869633,False,"Here's presenting the first look of #RadhaKyonGoriMainKyonKaala starring Jimmy Sheirgill and Lulia Vantur! The film will be produced by Studio 5 Elements &amp; directed by Prem R. Soni. ⁦@jimmysheirgill⁩ ⁦@IuliaVantur⁩

#NameShameTheRapists #MeToo https://t.co/4Q7LNg0W5U"
metoo,1051866330218065920,False,Really ? Why cry #metoo ? https://t.co/Ppuycs14ej
Metoo AskedBribe PaidBribe Bribe,1051855382463700992,False,Like  #Metoo  why don’t we start a hashtag #AskedBribe / #PaidBribe So we can check how many government  employees have asked #Bribe to do their routine work @IPaidABribe @IPaidABribeSL  💰💰 https://t.co/a8S0dZqLb2
MeToo,1051847368356913152,False,Hope #MeToo movement in India doesn’t get dissolved: Rakul Preet https://t.co/5GNzV2X1eQ https://t.co/SVrMytSUJa
MeToo Sweetoo MeToo,1051843440642859008,False,"@samiiiiy @inamsaifi @pritvx Ira Trivedi in 2010 - Chetan Bhagat harassed me ..tried to kiss me #MeToo 

Same Ira Trivedi in 2013 to Chetan Bhagat - Miss you Kiss you #Sweetoo 

This is the reality of #MeToo no question of logic!! Hope you got it. But if you don't can't help you 🖒 https://t.co/7e4NmXaal4"
MJAkbar Metoo MeTooIndia India Politics life,1051856486891053094,False,"Youth Congress Protests outside #MJAkbar House.. #Metoo 
#MeTooIndia #India #Politics #life https://t.co/lQaFtOYgT0"
metoo,1051837995828043778,False,"Hear hear!!! @ShashiTharoor
https://t.co/m5SDEtAEXv
The #metoo movement has drastically sensitized people, not just men, but everyone! This chaos is imperative to bring about a social change towards human rights and the society we envision to be. https://t.co/HB9iO58swz"
She He She METOO,1051842410462859264,False,"#She : love you baby, tonight want my dark bornwille flavour condoms and Vaseline,miss u Kiss u.

Feminies : Awwaaaaaaaaonn! 💞

#He : Tonight I'll be eating u up my finger licking Cadburry.

#She after 15yrs - #METOO

Feminists :Sexual Harasser, spotted! Let's name &amp; shame him. https://t.co/Bujq7wIPSn"
MeToo MJAkbar PriyaRamani,1051836792427540485,False,"#MeToo: #MJAkbar ’s statement disappointing, ready to fight defamation complaint, says #PriyaRamani https://t.co/C03BvxGTP5 https://t.co/bNw8ESkfxM"
filmmakers MeToo filmmaking like4like likeforlike likeforfollow instago instadaily instalove instagood instalike instapic insta instagram tweetgram webstagram tflers tags4likes like4tags tag,1051847605418975232,False,To all #filmmakers remember Respect is everything 🙇‍♂️No one should go through a #MeToo #filmmaking #like4like #likeforlike #likeforfollow #instago #instadaily #instalove #instagood #instalike #instapic #insta #instagram #tweetgram #webstagram #tflers #tags4likes #like4tags #tag… https://t.co/zw7j9N9M4f
metoo,1051860804851650560,False,@Brijesh_Jaat How to a void #metoo https://t.co/P25mNav5zj
MeToo,1051852913482575872,False,#MeToo: Alok Nath files Rs 1 defamation suit against Vinta Nanda https://t.co/6K3xi6BqhY https://t.co/JfRAVNj0ed
MeToo,1051838077784780800,False,Real #MeToo https://t.co/Yka23VGw9U
StandWithPriyaRamani MeToo MeTooIndia TimesUp,1051850453921738752,False,".@priyaramani's statement in response to the case filed by MJ Akbar

""The truth and the absolute truth is my only defence""
Bravo Priya Ramani!

#StandWithPriyaRamani
#MeToo
#MeTooIndia
#TimesUp Mr Akbar &amp; your 97 lawyers!

@samjourno123 @kalpana1947 @nehadixit123 @kavita_krishnan https://t.co/nMBRSnJnXb"
MeToo MeTooIndia VinodDua,1051867375908270080,False,"#MeToo 
#MeTooIndia 
#VinodDua 

Pic : WA https://t.co/MEmlew3Ycd"
metoo,1051848738015084549,False,"#metoo 
Engineered by MSM and their Fish Market .... https://t.co/LvudRxk7bA"
ayushsharma salmankhanayushsharma metoo aishwaryarai ayushsharmafilm,1051859837729075200,False,"Aayush Sharma Angry On Salman Khan And Supports Aishwarya Rai | Shocking Staement
#ayushsharma #salmankhanayushsharma #metoo #aishwaryarai #ayushsharmafilm 
Watch Video👉 👉 https://t.co/LoBm0XbdFl https://t.co/b2NT7FKP21"
MeToo,1051856644533964800,False,"Legendary singer Lata Mangeshkar says every woman must be given the dignity she deserves. In the midst of the #MeToo wave in India, she says nobody could mess around with her and get away with it. https://t.co/BabDGMtpbk"
chowkidarchorhai Jhumlebaaz Feku fascist dictator Arrogant AntiWomen Sexist Scamster MeToo,1051864828548194304,False,"#chowkidarchorhai 
#Jhumlebaaz
#Feku
#fascist 
#dictator
#Arrogant
#AntiWomen
#Sexist
#Scamster 
#MeToo ..one man of many Names https://t.co/MSulsxYqAd"
SexualHarassment MeToo,1051821850697891841,False,"Jt Statement by Indian Women's Press Corps,Press Club of India, Press Association,South Asian Women in Media expresses deep concern over high no of #SexualHarassment complaints in media,seeks impartial probe into all complaints including against @mjakbar #MeToo @thetribunechd https://t.co/ewRteO7154"
Metoo,1051831783644426240,False,How to immune from #Metoo ?😂😂😂😂 https://t.co/t6x7vW0c4l
MeTooVsAkbar MeToo MeTooIndia,1051828414204796929,False,Fight the good fight. Always. Journalists hit back. #MeTooVsAkbar #MeToo #MeTooIndia https://t.co/n6ZVJN5lfn
ReporterDiary MeToo,1051830012570202113,False,Aloknath's wife Ashu has filed a defamation suit against Vinta Nanda in Dindoshi sessions court in Mumbai. @journovidya speaks to her lawyer Sushil Upadhyay. #ReporterDiary #MeToo More Video: https://t.co/FAHzdjSiWA … https://t.co/muAvcAemz8
learnnplay iwantlrnplay lrnplay lrnplayapp parentalcontrol appblocker screentime playtime metoo,1051812177290584064,False,"Empower your child with the art to earn while they learn with Lrnplay.

Download lrnplay now (https://t.co/CRFTqkGYBX
 or reach us @ https://t.co/ZshRwBPQA5
)

#learnnplay #iwantlrnplay #lrnplay #lrnplayapp #parentalcontrol #appblocker #screentime #playtime  #metoo https://t.co/dgzD3S5mhW"
METOO,1051812509265485824,False,"In Bollywood to earn money she did what everything possible once money gets over then start #METOO  😂😂😂
 https://t.co/3vzSj0S7fe"
TheAccidentalPrimeMinister MeToo BhaiVsBhai,1051819718326153217,False,"Bollywood star @AahanaKumra who plays Priyanka Vadra in #TheAccidentalPrimeMinister opens up on the #MeToo movement 

Watch what she has to say on #BhaiVsBhai 's ""powerpacked women's panel"" 

6:55pm @ZeeNewsHindi tune in..... https://t.co/Pc4dOEGBPV"
MJAkbar BetiBachao MeToo,1051826530488344583,False,97 advocates from a top powerful law firm to defend #MJAkbar against sexual harassment allegations as he files criminal defamation suit against journalist Priya Ramani. #BetiBachao #MeToo https://t.co/Y9FRDvZBzL
BhaiVsBhai MeToo MeToo MeToo,1051818579245522944,False,"On #BhaiVsBhai noted journalist @tavleen_singh talks about why she feels #MeToo is disconnected from Indian realities! 

Listen to hear views on Suhel Seth who has been caught up in the #MeToo storm!

a strong message to the #MeToo ladies!!!

6:55pm @ZeeNewsHindi https://t.co/1xOWldg6ap"
MeToo filmmaker VinodDua,1051818730622214144,False,#MeToo: Documentary #filmmaker Nishtha Jain has alleged that #VinodDua would be waiting for her outside the office when she worked late hours and tried to kiss her once. https://t.co/GpBgytpFBY
MeToo,1051831079966044160,False,"#MeToo: Akbar returns home, says will issue statement https://t.co/OOEfMYTKf4 https://t.co/l957jbRLRb"
BhaiVsBhai MeToo,1051817690996719616,False,"On #BhaiVsBhai @iratrivedi breaks her silence at 6:55pm #MeToo 

Watch @ZeeNewsHindi @ZeeNews to find out what she says! https://t.co/UcOIY3NtpJ"
dkoding MeTooDebate MeToo metooindia MJAkbarMustGo dkodingbollywood TimesUp SackMJAkbar MeTooVsAkbar,1051818815837880322,False,"#dkoding #MeTooDebate They’ll wiggle out of the law’s reach with money, muscle &amp; clout. But they can’t go scot-free.What's the right punishment for these 'GENTLE'men⁉️ 
#MeToo #metooindia #MJAkbarMustGo #dkodingbollywood #TimesUp #SackMJAkbar #MeTooVsAkbar https://t.co/0KL7xXRMoy"
MeToo,1051826567360499713,False,#MeToo: Two interns accuse Kashmir editor of sexual molestation https://t.co/hl7oXJhfgA https://t.co/118mgAHWoe
MeToo SabarimalaVerdict,1051828806825205760,False,"#MeToo: MJ Akbar files defamation suit against journalist Priya Ramani, NDA protests #SabarimalaVerdict and more.

Catch up with all the top headlines at this hour, in under a minute.

Visit https://t.co/FkiyCFDrU7 to read more on these stories. https://t.co/Pax4j7kH0m"
MeToo,1051830256032600064,True,"#MeToo WILL @cpimspeak expel Thomas Varghese,  from party ? https://t.co/wfANpucluo"
metoo metooindia,1051815449552244736,False,"@DeepikaBhardwaj Reading #metoo stories.

Savdhan India type series should be made on these #metooindia moments.

Media trial, Politics, Drama, Cheap publicity, Suspense, itta content free me kahan milega ? https://t.co/TsvukHm7DQ"
METOO,1051812725465079808,False,"@ameesha_patel In Bollywood to earn money she did what everything possible once money gets over then start #METOO  😂😂😂
 https://t.co/3vzSj0S7fe"
MeToo,1051833187301609472,False,After #MeToo https://t.co/oka8tJ1eD7
MeToo PriyaRamani MetooIndia TimesUp MJAkbarMustGo,1051834740326711296,False,"#MeToo | #PriyaRamani hits back at @MJAkbar! Says by filing a criminal defamation case against her, the Union Minister is trying to silence all the women accusers through intimidation and harassment. Here is her full statement:

#MetooIndia #TimesUp #MJAkbarMustGo https://t.co/iGc33ljTu0"
MeToo,1051836355200868352,False,"#MeToo 👇🏻😜

No offence to anyone 
A little humour is always good for health ... https://t.co/QmgzQqdIAv"
MeToo SajidKhan,1051815115173949440,False,"#MeToo: IFTDA issues notice to #SajidKhan ove sexual harassment allegations

https://t.co/yZ6r0vHbq7 https://t.co/CeDLWWvxW6"
MJAkbhar TheLastWord MeToo,1051822942961717248,False,"Brazen minister refuses to quit. Why won't Govt sack #MJAkbhar?

Watch #TheLastWord with tanvishukla tonight at 10:30 PM 

 #MeToo https://t.co/ft149Bqrv3"
MeToo,1051829186267090949,False,Lata Mangeshkar on the #MeToo movement https://t.co/zCYKMacK4X https://t.co/pyokn8cibi
MeToo,1051827193444265985,False,#MeToo Woohoo https://t.co/f78B4QbxgL
MeToo MetooIndia,1051821512074899456,False,"Top Stories At This Hour | After refusing to resign following allegations of sexual misconduct, @mjakbar sues @priyaramani - the first journalist to call out the minister

#MeToo #MetooIndia https://t.co/pjHW4dgwfc"
MeToo MallikaDua FarhanAkhtar FarahKhan,1051832858615144449,False,Why the culture of 'shaming the family' is dangerous for #MeToo | @NotThatNairita | https://t.co/dLvVLDprDt | #MallikaDua #FarhanAkhtar #FarahKhan https://t.co/I4xa2SK7dS
MeToo MeTooIndia IndianGoverment Irony RetirementPlanning IncredibleIndia,1051814110717829121,False,"#MeToo
#MeTooIndia
#IndianGoverment should take strong action against culprits or must be punish those who use this campaign just for cheap publicity.
It's a alarming situation for those guardian or child who follow celebrity lifestyle.
#Irony #RetirementPlanning #IncredibleIndia https://t.co/hVXCF6JBu7"
MeToo,1051817317699440640,False,@gauravgera Billimasi your Ganja is harassing the air hostess #MeToo 😂 https://t.co/nUCZURur2x
MJAkbar MeToo,1051829903216259073,False,"The Indian Women’s Press Corps, @SAWMSisters , @PressClubIndia &amp;Press Association unite in calling for #MJAkbar’s resignation &amp; an impartial investigation into accusations of sexual harassment against him. No woman should feel unsafe at work. @PMOIndia @SushmaSwaraj  #MeToo https://t.co/1J5BXmbelN"
feminism WOMAN FEMALES metoo MeTooIndia MenToo FeminismIsCancer,1051835115100205056,False,Against #feminism corrupted #WOMAN predators. but we LOVE AND PROTECT #FEMALES 💓 #metoo #MeTooIndia #MenToo #FeminismIsCancer https://t.co/N0h37UYTGl
METOO,1051812990633168896,False,"@arjunk26 @ParineetiChopra @NamasteEngFilm @RelianceEnt @PenMovies @jayantilalgada @sonymusicindia @ErosNow In Bollywood to earn money she did what everything possible once money gets over then start #METOO  😂😂😂
 https://t.co/3vzSj0S7fe"
MeToo Nifty sexualharassment MeTooIndia,1051824845472845824,False,"#MeToo: #Nifty companies record 588 #sexualharassment complaints in FY18
(via @Maamitalks) Read more: https://t.co/obcKqB80u6 

#MeTooIndia https://t.co/894aXhsgdc"
MeToo,1051830637290823680,False,India's junior foreign minister sues journalist over #MeToo allegations https://t.co/J8848xpgWU https://t.co/V5kgiIrx5l
MeToo,1051823112638144513,False,a irl just told me that she and her friends support women but not the #MeToo movement. https://t.co/AWYVk76vL0
MeToo,1051832647691849728,False,MJ Akbar: India minister sues #MeToo accuser https://t.co/RoXk4BkDZq https://t.co/mavGDSsBtf
MeToo TimesUp,1051832776792727552,False,"ATTACHED here is a joint statement issued on behalf of Journalist Organisations- ‘An impartial probe should be conducted into all complaints WITHOUT fear of threat or intimidation to the complainant.’ 

We stand together. #MeToo #TimesUp https://t.co/LVhGinGGiW"
MeToo,1051827537297530880,False,#MeToo Gang of leader https://t.co/U91hmZQOYS
MeToo MeTooVsAkbar,1051820500995862528,False,"Women vs Sexual predators 
#MeToo #MeTooVsAkbar https://t.co/CJA9m59ZlJ"
MeToo,1051829239312515072,False,Tell me who is #MeToo https://t.co/b8xy0OC1bY
MeToo,1051827722056593408,False,"Serial sex pest &amp; predator @AjitkThakur Content Studio Head at Reliance molested young @FTIIOfficial writer @supriyaprasad17 on pretext of job interview, forcing to drink alcohol and snort cocaine, asking inappropriate questions about her sex life @CMOMaharashtra @PMOIndia #MeToo https://t.co/x0Tj2B8s5Z"
MeToo,1051817478387630083,False,"#MeToo: Singer @sonamohapatra urges PM @narendramodi to stand up for women
https://t.co/tqSKTdmZgv https://t.co/xxbAU2tDgE"
navratri2018 pujo durgapuja happydurgapuja maadurgaishere durgapuja2018 metoomovement metoo,1051819994537963524,False,"Celebrate the Arrival of Durga! Stand for the cause.

#navratri2018 #pujo #durgapuja #happydurgapuja #maadurgaishere #durgapuja2018 #metoomovement #metoo https://t.co/VPRx7g4uSJ"
tanushreedutta glamsham Bollywood ishitadutta vatsalsheth navratri garba bollywoodbabe bollywoodactress glam stylish bollywoodcouple metoo metoomovement letsdiskuss,1051812390612942848,False,"Tanushree Dutta Gets Angry On Media For Questions On Nana Patekar
https://t.co/EbAIRpdOPR 
#tanushreedutta #glamsham #Bollywood #ishitadutta #vatsalsheth #navratri #garba #bollywoodbabe #bollywoodactress #glam #stylish #bollywoodcouple #metoo #metoomovement #letsdiskuss https://t.co/uW8CXDGcG0"
MeToo,1051834102658228224,False,"India in drastic need of such Lady Judges who can punish women who are filing false cases on their male counterpart just to satisfy their own quest. 
#MeToo 
@trehan_barkha @drindu @janardan_prasad @PMOIndia @HMOIndia @dgpup @RitaBJoshi @rsprasad @harinarayanBJP @Dr_Uditraj https://t.co/4mEq9kbzXm"
MeToo AlokNath VintaNanda,1051812259893104641,False,"#MeToo: #AlokNath files defamation case against #VintaNanda, seeks compensation of Re 1

https://t.co/SWd7J7k6UN https://t.co/3ifB0rHWJ0"
Metoo beyoung graphictshirt printedtshirt mobilecases udaipur meme confession indianmeme beingsingle IndianMemes,1051812278910296064,False,"Dear #Metoo I have story to tell
.
Shop Now at https://t.co/cPCfoN6APX
.
Free Shipping | COD Available | 15 Days Return | No Hidden Charges | Quality Assured
#beyoung #graphictshirt #printedtshirt #mobilecases #udaipur #meme #confession #indianmeme #beingsingle #IndianMemes https://t.co/z2pbapmhIi"
Metoo PriyaRamani,1051813115128471552,False,"97 lawyer
It's Power vs Truth
#Metoo
#PriyaRamani https://t.co/Lgu38tbAzN"
MeToo,1051818572270383104,False,"Chetan delivers yet another counterpoint on his accuser. More &amp; more I see this, it seems like this is going to hurt the #MeToo campaign badly...
Seriously, who invites their harasser as a chief guest for their own book launch? https://t.co/iO39EyS1mt"
MeToo,1051830346289885185,False,It is a best plateform to share our past of life... #MeToo https://t.co/MEeSkksu3G
METOO,1051812760835649537,False,"@JohnCena In Bollywood to earn money she did what everything possible once money gets over then start #METOO  😂😂😂
 https://t.co/3vzSj0S7fe"
MeToo malaikaarorakhan kirronkher metoomovement metoo malaikaarorakhansongs,1051828032321785856,False,"Malaika Arora Khan &amp; Kirron Kher ने दिया SHOCKING Reaction On #MeToo Movement
#malaikaarorakhan #kirronkher #metoomovement #metoo #malaikaarorakhansongs
Watch Video👉 👉 https://t.co/FbwZtLivGW https://t.co/pgQYVIThZZ"
METOO,1051812681391325184,False,"@iamsrk In Bollywood to earn money she did what everything possible once money gets over then start #METOO  😂😂😂
 https://t.co/3vzSj0S7fe"
metoo MayaAngelou girlchild women storiesuntold wcci tearsnfears oddtouch beware timesup boldnbeautiful agony insult shame notoabuse rapeiscowardice oktober bahrain,1051811869390966784,False,"#metoo 
""There's no greater agony than bearing an untold story inside you."" #MayaAngelou
https://t.co/yPBnwF5MYv
#girlchild #women #storiesuntold #wcci #tearsnfears #oddtouch #beware #timesup #boldnbeautiful #agony #insult #shame #notoabuse #rapeiscowardice #oktober #bahrain https://t.co/FUYlJ3GXth"
MeToo,1051827733699805184,False,"Yes we can survive this too 😣
#MeToo https://t.co/kPiRJr1X8l"
MeToo FollowUs BollywoodNews Gossips BollywoodGaliyara SussanneKhan Bollywood Celebs NewsGossips,1051817785834201088,False,"People are using the ##MeToo platform badly says Sussanne Khan ☛☛ https://t.co/LpbVi0FdIP

#FollowUs for Latest #BollywoodNews and #Gossips @bolly_galiyara #BollywoodGaliyara
#SussanneKhan #Bollywood #Celebs #NewsGossips https://t.co/Ef9sR57q6e"
MJAkbar BetiBachao MeToo,1051833711774203904,False,97 advocates from a top powerful law firm to defend #MJAkbar against sexual harassment allegations as he files criminal defamation suit against journalist Priya Ramani. #BetiBachao #MeToo https://t.co/qkStF9Rje2
AlokNath MeToo MeTooIndia,1051823104421502976,False,Alok Nath Files Re 1 Defamation Case Against Writer-Director Vinta Nanda. His Wife Records Statement In His Support. #AlokNath #MeToo #MeTooIndia https://t.co/SX78SaQ6Fu
FollowUs BollywoodNews Gossips BollywoodGaliyara AkshayKumar BobbyDeol BomanIrani ChunkyPandey KritiKharbanda KritiSanon MeToo NanaPatekar PoojaHegde RiteishDeshmukh Bollywood,1051817745916952577,False,"Stand in Solidarity W ... ☛☛ https://t.co/13rxuR8Q6t

#FollowUs for Latest #BollywoodNews and #Gossips @bolly_galiyara #BollywoodGaliyara
#AkshayKumar #BobbyDeol #BomanIrani #ChunkyPandey #KritiKharbanda #KritiSanon #MeToo #NanaPatekar #PoojaHegde #RiteishDeshmukh #Bollywood https://t.co/lxVDRsduOZ"
MeToo,1051828814148452353,False,Truth of #MeToo https://t.co/XSlNTwsSBi
MeToo,1051835714839531520,False,#MeToo AlencierToo  You too Alencier ! https://t.co/C8xVE6hllh
metoo,1051828877805453312,False,"A letter in the time of #metoo

@IndiaMeToo https://t.co/jdJ4GXD7zy"
Mayawati MeToo MJAkbar,1051817649368252416,False,"#Mayawati supports #MeToo Movement, demands action against #MJAkbar
https://t.co/xZAskhJMWj https://t.co/mGOoEVG0Rq"
MeToo,1051828330406797314,False,"Left or Right must not matter in #MeToo: Nishtha Jain, who outed journalist Vinod Dua https://t.co/o51KoE2YLx https://t.co/5JZbja2GoI"
MeToo VinodDua NishthaJain TheWire TimesUp MeTooIndia,1051823310202273792,False,"👉When Accused Is Alok Nath: ""Babuji My Ass""
👉When Accused Is Vinod Dua: ""If at all my Babuji is guilty"", ""it's my babuji's battle"", ""I stand with my Babuji"" 

Hypocrisy Of ""Feminists"" 👏👏🙏 #MeToo #VinodDua  #NishthaJain  #TheWire #TimesUp #MeTooIndia https://t.co/3urlO8HaFR"
MeToo MeTooIndia,1051833500876165120,False,"Meet, Tarana Burke, the lady who started the #MeToo movement in 2006. She started movement for those girls who were the surviors of harassment. She wanted to them to speak it out in public.

Even today it's not that easy in the era of power and closed mindset!

#MeTooIndia https://t.co/YSd6Y41kwD"
Aloknath vinitananda MeToo metooinindia BollywoodMeToo mediawatch,1051831866007797760,False,"#Aloknath files re 1 defamation case against #vinitananda 
#MeToo #metooinindia #BollywoodMeToo #mediawatch https://t.co/YpzaSUexFv"
Metoo,1051828830757892096,False,"One year in, #Metoo finding fresh battlefields worldwide https://t.co/Qjr9N56VUw https://t.co/33D80fNHN3"
MeToo,1051826274241404928,False,"“We need thorough, investigative journalism that questions alleged perpetrators as well as victims, and corroborates stories,” says @ReallySwara, @divyaunny #MeToo https://t.co/GpziPwDj3d https://t.co/ik4FIlgN0J"
MeToo BipashaBasu celebritynews EshaGupta SaifAliKhan SajidKhan,1051831105358352384,False,Celebrity news: Saif Ali Khan reveals about his harassment 25 years ago. ##MeToo #BipashaBasu #celebritynews #EshaGupta #SaifAliKhan #SajidKhan https://t.co/Dmb10x3wBP https://t.co/vR16vtQiLk
MeToo,1051814949557821441,False,"#MeToo: Panel on sexual harassment complaints in two days 

Read: https://t.co/beTGabTFUd https://t.co/FacmvsQnzi"
MeToo,1051821649895387136,False,"No one knows the truth behind #MeToo except these two 👦👧
😂 https://t.co/8WW2CyN7Xh"
MJAkbhar TheLastWord MeToo,1051822499141443589,False,"Brazen minister refuses to quit. Why won't Govt sack #MJAkbhar?

Watch #TheLastWord with @tanvishukla tonight at 10:30 PM 

 #MeToo https://t.co/4B2vuQd9ju"
MeToo Metoo,1051814571244056576,True,When #MeToo is being getting cruel most of the celebrities @sonamakapoor @FarOutAkhtar @ParineetiChopra @arjunk26 avoiding tweeter when @SimplySajidK name came out in #Metoo  and who knows how many of their near and dear ones are going to b hurt next😜 https://t.co/GwUPC3pshp
METOO,1051812815948865536,False,"@tarak9999 @upasanakonidela In Bollywood to earn money she did what everything possible once money gets over then start #METOO  😂😂😂
 https://t.co/3vzSj0S7fe"
FollowUs BollywoodNews Gossips BollywoodGaliyara KashishKhan Bollywood Celebs NewsGossips MeToo KritiSanon,1051817023888490497,False,"Kashish Khan, from an Activist to a Producer ☛☛ https://t.co/cI6Xsku5Bp

#FollowUs for Latest #BollywoodNews and #Gossips @bolly_galiyara #BollywoodGaliyara
#KashishKhan #Bollywood #Celebs #NewsGossips #MeToo #KritiSanon https://t.co/TBDdtgJEeu"
MeToo,1051832886238818304,False,"#MeToo: Ready to fight MJ Akbar's defamation case, truth is my only defence, Priya Ramani says 

Read: https://t.co/8XgUppM6Kl https://t.co/3iuhFyJUPI"
MeToo,1051827039861395456,False,"Statement by Priya Ramani issued on 15 October, #MeToo https://t.co/tHDbDKBJyO"
MeToo,1051823405580935168,False,My Experiences Haunts Me Every Minute: Kannada Actress Sangeetha Bhat Shares Her #MeToo Story https://t.co/hTBMB3YRIg https://t.co/AHQer929kd
Nangana Chundail PriyankaJagga SwamiOM MeToo MeeTooIndia TimesUp Equality,1051828870423371776,False,"@ZoomTV It's a request to Media please ignore these 2 women!😑🙏 
#Nangana &amp; #Chundail together is like #PriyankaJagga &amp; #SwamiOM .
You can't escape them but surely you can Ignore'em .   #MeToo #MeeTooIndia #TimesUp #Equality https://t.co/4i3AOz9EAA"
MeToo,1051833596703531008,False,Lata Mangeshkar on the #MeToo movement https://t.co/TesllpQu4n https://t.co/Ly1l6OZyO2
MeToo,1051812242684108806,False,"""Have you ever looked at the world around you from a woman’s lens?"" 

With the #MeToo movement gaining prominence in India, a young man writes: https://t.co/nxcVHa723l https://t.co/anNPtT00QD"
MeToo MJAkbar PriyaRamani IndiaDevelopmentDebate MJAkbarMustGo MetooIndia TimesUp,1051824280093122560,False,"There is a sudden twist to the #MeToo movement. Union Minister #MJAkbar files a defamation case against journalist #PriyaRamani, who has leveled sexual harassment charges against him. Watch #IndiaDevelopmentDebate at 9:30 PM! 

#MJAkbarMustGo #MetooIndia #TimesUp https://t.co/KtmjTN797n"
metoo,1051833707730849792,False,"This is @MallikaDua 'snote on her father being alleged of sexual misconduct.

In the same post she pretends to support the #metoo campaign &amp; contradicts herself by saying she supports her father. 

She &amp; her father hounded akshay kumar few months back.

Fake feminists are cancer! https://t.co/P2wBUy9TUU"
Waffle sweetness MeToo Punjabimusic FlyTheNewFeeling lovesong,1051829845913690112,False,"#Waffle coming tom for giving u sum #sweetness to ur brain and Mouth in this bogas #MeToo world.. @TSeries @PTC_Network @ptcnewsindia #Punjabimusic 
#FlyTheNewFeeling #lovesong https://t.co/jtv61K5sKi"
MeToo,1051833461898661888,False,#MeToo campaign: Union min M J Akbar moves court against journalist https://t.co/NVwSqPwFbA https://t.co/BL83NBPxmb
MeToo MeTooIndia,1051830341630140423,False,.@mjakbar gets a battery of Lawyers against one @priyaramani ... Guess the number in the battery - 97! BELIEVE IT! NINETY-SEVEN! Have no words.  @IndiaMeToo #MeToo #MeTooIndia https://t.co/SCcF1b2I8p
Metoo,1051818063723724800,False,#Metoo: Vicky Kaushal’s Father Sham Kaushal Accused of Harassment https://t.co/Ygbs9i6cME https://t.co/D6UE0Av5lX
MeToo PurushAayog,1051822336574251008,False,#MeToo reality @trehan_barkha @DeepikaBhardwaj @republic #PurushAayog see the truth https://t.co/ttZIq0LkmN
MeToo,1051835335703818241,False,After #MeToo campaign https://t.co/jZBZwVJHEr
MeToo MeToo,1051826661182836738,False,"Reaction when #MeToo is in another industry
Vs
Reaction when #MeToo is in your own backyard

Badshah of hypocrisy @iamsrk https://t.co/0Q714iMNqA"
Metoo,1051827228567330816,False,Chitrangada Singh on #Metoo: Men who have done wrong should be afraid https://t.co/CkpmUH93bI https://t.co/CD7ZL9p7eN
